year,month,origin,destination,avg_delay
2021,7,CCU,DEL,19.46
2021,7,PNQ,MAA,14.11
2021,7,BLR,AMD,16.77
2021,7,PNQ,CCU,7.77
2021,7,DEL,CCU,12.07
2021,8,PNQ,AMD,10.49
2021,8,AMD,BLR,14.32
2021,8,DEL,CCU,9.25
2021,8,HYD,BLR,15.08
2021,8,MAA,BOM,11.13
2021,8,HYD,BLR,10.08
2021,8,BLR,BOM,16.3
2021,8,DEL,AMD,14.12
2021,8,DEL,BOM,17.48
2021,8,PNQ,HYD,10.33
2021,9,MAA,PNQ,12.86
2021,9,DEL,BOM,23.98
2021,9,PNQ,BOM,18.54
2021,9,AMD,DEL,10.47
2021,9,CCU,DEL,14.96
2021,9,BOM,HYD,12.51
2021,9,BLR,PNQ,13.6
2021,9,BOM,MAA,20.92
2021,9,PNQ,DEL,10.12
2021,9,CCU,HYD,10.27
2021,10,AMD,DEL,10.76
2021,10,AMD,PNQ,18.91
2021,10,BOM,AMD,2.11
2021,10,PNQ,HYD,12.37
2021,10,BLR,AMD,4.88
2021,10,HYD,DEL,22.89
2021,10,AMD,BLR,17.46
2021,10,DEL,HYD,9.76
2021,10,BLR,BOM,15.93
2021,10,CCU,HYD,17.96
2021,11,DEL,CCU,12.54
2021,11,DEL,PNQ,6.74
2021,11,MAA,AMD,9.33
2021,11,BOM,PNQ,12.55
2021,11,DEL,BLR,16.3
2021,11,HYD,BOM,13.31
2021,11,HYD,BLR,15.99
2021,11,CCU,HYD,13.72
2021,11,PNQ,BLR,21.64
2021,11,HYD,BLR,11.83
2021,12,MAA,DEL,10.67
2021,12,MAA,HYD,21.02
2021,12,MAA,AMD,12.35
2021,12,PNQ,AMD,6.16
2021,12,DEL,AMD,16.6
2021,12,CCU,DEL,18.67
2021,12,BLR,PNQ,13.49
2021,12,HYD,DEL,15.91
2021,12,DEL,AMD,24.25
2021,12,CCU,AMD,30.17
2022,1,DEL,BLR,3.89
2022,1,DEL,BOM,13.59
2022,1,PNQ,MAA,16.19
2022,1,CCU,AMD,16.8
2022,1,DEL,PNQ,14.58
2022,1,MAA,BLR,21.54
2022,1,CCU,MAA,15.62
2022,1,MAA,CCU,15.22
2022,1,MAA,AMD,13.25
2022,1,HYD,MAA,17.26
2022,2,CCU,PNQ,18.12
2022,2,BOM,PNQ,10.2
2022,2,DEL,HYD,17.34
2022,2,DEL,MAA,11.13
2022,2,DEL,HYD,9.43
2022,2,AMD,BOM,18.72
2022,2,BOM,MAA,12.93
2022,2,BLR,PNQ,14.69
2022,2,DEL,CCU,11.14
2022,2,DEL,MAA,11.33
2022,3,AMD,MAA,9.68
2022,3,DEL,HYD,16.88
2022,3,HYD,PNQ,13.12
2022,3,PNQ,DEL,19.91
2022,3,HYD,BOM,14.85
2022,3,PNQ,HYD,12.73
2022,3,DEL,BOM,17.57
2022,3,BLR,MAA,6.91
2022,3,AMD,HYD,19.15
2022,3,HYD,AMD,13.96
2022,4,DEL,HYD,12.04
2022,4,MAA,BOM,9.95
2022,4,DEL,CCU,12.24
2022,4,DEL,HYD,8.64
2022,4,AMD,BLR,18.63
2022,4,MAA,PNQ,18.72
2022,4,AMD,MAA,7.56
2022,4,BOM,HYD,12.67
2022,4,CCU,BLR,13.78
2022,4,AMD,CCU,12.41
2022,5,HYD,MAA,17.78
2022,5,PNQ,BLR,8.53
2022,5,HYD,DEL,23.39
2022,5,DEL,MAA,3.63
2022,5,BLR,HYD,14.5
2022,5,CCU,MAA,10.39
2022,5,BLR,BOM,17.36
2022,5,CCU,BOM,15.23
2022,5,BOM,PNQ,10.18
2022,5,AMD,DEL,10.09
2022,6,MAA,DEL,10.35
2022,6,AMD,BLR,21.15
2022,6,BOM,MAA,12.65
2022,6,HYD,BLR,10.85
2022,6,DEL,HYD,16.03
2022,6,AMD,DEL,18.74
2022,6,AMD,DEL,25.21
2022,6,AMD,CCU,11.91
2022,6,CCU,AMD,12.82
2022,6,PNQ,BLR,8.59
2022,7,AMD,BLR,9.26
2022,7,HYD,MAA,16.37
2022,7,CCU,MAA,17.21
2022,7,PNQ,HYD,21.76
2022,7,BLR,CCU,9.59
2022,7,MAA,HYD,12.5
2022,7,MAA,BOM,21.13
2022,7,CCU,HYD,17.02
2022,7,CCU,AMD,14.63
2022,7,HYD,MAA,16.41
2022,8,BLR,AMD,9.9
2022,8,DEL,MAA,12.65
2022,8,HYD,CCU,17.35
2022,8,HYD,BOM,16.94
2022,8,BLR,CCU,12.26
2022,8,CCU,BOM,22.52
2022,8,BOM,BLR,24.24
2022,8,BOM,MAA,22.55
2022,8,BOM,MAA,13.39
2022,8,MAA,CCU,20.31
2022,9,AMD,BOM,16.12
2022,9,AMD,CCU,15.18
2022,9,BOM,MAA,9.45
2022,9,BOM,PNQ,11.79
2022,9,DEL,HYD,8.13
2022,9,DEL,HYD,9.92
2022,9,AMD,MAA,18.9
2022,9,HYD,MAA,18.16
2022,9,CCU,AMD,18.17
2022,9,MAA,AMD,21.23
2022,10,BLR,PNQ,14.9
2022,10,CCU,DEL,8.68
2022,10,BLR,BOM,20.43
2022,10,BLR,DEL,14.49
2022,10,MAA,PNQ,20.63
2022,10,BOM,PNQ,16.43
2022,10,MAA,BOM,10.56
2022,10,BLR,CCU,22.21
2022,10,HYD,BLR,17.94
2022,10,AMD,PNQ,8.26
2022,11,BLR,HYD,11.19
2022,11,HYD,BOM,10.52
2022,11,AMD,HYD,14.2
2022,11,BLR,AMD,11.35
2022,11,CCU,PNQ,19.82
2022,11,MAA,AMD,13.81
2022,11,HYD,DEL,18.91
2022,11,BOM,CCU,14.96
2022,11,AMD,MAA,12.48
2022,11,AMD,BLR,19.98
2022,12,CCU,BLR,13.13
2022,12,BOM,AMD,21.76
2022,12,HYD,DEL,11.76
2022,12,AMD,HYD,11.88
2022,12,PNQ,BOM,17.04
2022,12,PNQ,AMD,21.07
2022,12,DEL,MAA,21.17
2022,12,AMD,MAA,15.22
2022,12,CCU,HYD,16.98
2022,12,CCU,DEL,22.24
2023,1,AMD,DEL,18.1
2023,1,PNQ,CCU,16.04
2023,1,BOM,AMD,12.8
2023,1,HYD,MAA,13.23
2023,1,HYD,BLR,9.82
2023,1,CCU,BOM,16.55
2023,1,AMD,HYD,10.73
2023,1,CCU,BOM,12.13
2023,1,PNQ,MAA,25.31
2023,1,CCU,BOM,26.41
2023,2,BLR,MAA,14.86
2023,2,BLR,PNQ,14.55
2023,2,BOM,BLR,22.63
2023,2,MAA,BOM,14.01
2023,2,AMD,MAA,7.7
2023,2,CCU,BOM,15.39
2023,2,HYD,DEL,16.76
2023,2,BOM,HYD,9.37
2023,2,HYD,BOM,18.2
2023,2,AMD,CCU,14.36
2023,3,BOM,BLR,9.01
2023,3,CCU,DEL,16.16
2023,3,CCU,HYD,17.31
2023,3,PNQ,BLR,8.33
2023,3,HYD,BOM,4.58
2023,3,PNQ,BOM,16.97
2023,3,DEL,BLR,19.45
2023,3,HYD,BOM,17.41
2023,3,CCU,PNQ,8.58
2023,3,BLR,DEL,12.96
2023,4,MAA,CCU,19.03
2023,4,BOM,BLR,9.43
2023,4,DEL,BLR,8.73
2023,4,BOM,DEL,24.33
2023,4,MAA,DEL,17.08
2023,4,PNQ,DEL,19.95
2023,4,HYD,PNQ,16.37
2023,4,HYD,BOM,15.08
2023,4,MAA,BOM,14.24
2023,4,CCU,AMD,3.67
2023,5,CCU,BLR,9.41
2023,5,DEL,CCU,16.97
2023,5,BLR,CCU,13.01
2023,5,DEL,AMD,11.0
2023,5,PNQ,BOM,4.28
2023,5,HYD,PNQ,13.95
2023,5,BOM,AMD,6.77
2023,5,BOM,BLR,12.26
2023,5,BLR,DEL,21.52
2023,5,MAA,DEL,5.59
2023,6,DEL,HYD,11.89
2023,6,MAA,DEL,22.81
2023,6,MAA,HYD,16.62
2023,6,BOM,CCU,14.67
2023,6,DEL,HYD,11.6
2023,6,AMD,PNQ,16.0
2023,6,MAA,CCU,12.78
2023,6,CCU,AMD,8.44
2023,6,MAA,DEL,18.45
2023,6,DEL,PNQ,5.46
2023,7,BOM,DEL,19.94
2023,7,AMD,DEL,14.66
2023,7,AMD,BOM,19.54
2023,7,BOM,CCU,21.71
2023,7,DEL,BLR,10.54
2023,7,BOM,AMD,9.5
2023,7,AMD,CCU,11.97
2023,7,AMD,CCU,16.37
2023,7,AMD,BLR,15.82
2023,7,PNQ,HYD,6.88
2023,8,HYD,AMD,11.73
2023,8,BOM,MAA,16.04
2023,8,HYD,MAA,14.08
2023,8,MAA,CCU,10.37
2023,8,DEL,BLR,21.03
2023,8,MAA,DEL,18.3
2023,8,BLR,AMD,17.46
2023,8,HYD,AMD,9.56
2023,8,CCU,HYD,12.64
2023,8,PNQ,HYD,18.57
2023,9,HYD,AMD,20.04
2023,9,CCU,DEL,22.52
2023,9,DEL,CCU,12.21
2023,9,CCU,DEL,13.39
2023,9,BOM,CCU,11.78
2023,9,DEL,HYD,23.82
2023,9,BLR,AMD,13.85
2023,9,MAA,AMD,20.31
2023,9,BLR,MAA,16.27
2023,9,CCU,MAA,13.8
2023,10,AMD,BLR,14.82
2023,10,DEL,PNQ,15.68
2023,10,PNQ,AMD,15.86
2023,10,AMD,BLR,14.15
2023,10,PNQ,CCU,18.6
2023,10,MAA,DEL,13.28
2023,10,CCU,BLR,16.34
2023,10,BOM,BLR,19.22
2023,10,BLR,AMD,14.03
2023,10,PNQ,BLR,17.03
2023,11,AMD,MAA,15.23
2023,11,BOM,CCU,17.56
2023,11,MAA,BOM,13.53
2023,11,HYD,MAA,18.48
2023,11,PNQ,CCU,13.32
2023,11,PNQ,BOM,19.84
2023,11,HYD,MAA,9.81
2023,11,PNQ,BLR,20.13
2023,11,PNQ,MAA,28.09
2023,11,PNQ,BLR,13.14
2023,12,PNQ,BLR,16.73
2023,12,PNQ,MAA,22.0
2023,12,BLR,BOM,10.72
2023,12,AMD,HYD,13.91
2023,12,PNQ,AMD,19.62
2023,12,MAA,HYD,12.25
2023,12,MAA,HYD,9.38
2023,12,DEL,PNQ,12.73
2023,12,MAA,AMD,6.5
2023,12,CCU,MAA,19.56
2024,1,PNQ,DEL,15.51
2024,1,BLR,MAA,15.87
2024,1,BLR,HYD,12.27
2024,1,AMD,PNQ,7.81
2024,1,AMD,DEL,22.44
2024,1,DEL,PNQ,6.05
2024,1,AMD,PNQ,12.66
2024,1,BLR,HYD,13.38
2024,1,BOM,PNQ,8.3
2024,1,AMD,BLR,19.51
2024,2,MAA,AMD,8.7
2024,2,BLR,HYD,16.47
2024,2,BLR,PNQ,16.75
2024,2,HYD,DEL,14.33
2024,2,AMD,HYD,4.63
2024,2,PNQ,AMD,16.89
2024,2,BLR,PNQ,14.42
2024,2,MAA,PNQ,12.79
2024,2,AMD,DEL,10.03
2024,2,MAA,DEL,16.49
2024,3,CCU,BOM,24.2
2024,3,BOM,PNQ,8.67
2024,3,MAA,BOM,18.71
2024,3,AMD,DEL,29.6
2024,3,PNQ,HYD,21.36
2024,3,AMD,PNQ,11.94
2024,3,AMD,DEL,5.18
2024,3,BOM,CCU,15.41
2024,3,MAA,AMD,9.57
2024,3,CCU,BLR,17.28
2024,4,BOM,MAA,13.05
2024,4,BOM,BLR,10.66
2024,4,PNQ,BLR,4.77
2024,4,BOM,MAA,23.68
2024,4,HYD,DEL,14.73
2024,4,BLR,BOM,14.78
2024,4,BLR,DEL,15.09
2024,4,DEL,BOM,13.39
2024,4,HYD,PNQ,13.26
2024,4,BLR,PNQ,10.35
2024,5,DEL,BOM,19.64
2024,5,BLR,MAA,21.61
2024,5,PNQ,BOM,14.0
2024,5,CCU,DEL,14.77
2024,5,HYD,PNQ,13.19
2024,5,MAA,CCU,20.9
2024,5,MAA,CCU,19.62
2024,5,AMD,CCU,10.52
2024,5,CCU,BOM,18.97
2024,5,AMD,CCU,8.19
2024,6,AMD,HYD,13.33
2024,6,CCU,HYD,12.73
2024,6,AMD,DEL,9.89
2024,6,HYD,MAA,15.56
2024,6,CCU,HYD,19.53
2024,6,DEL,MAA,15.7
2024,6,DEL,CCU,29.02
2024,6,HYD,CCU,14.44
2024,6,DEL,BOM,11.01
2024,6,AMD,HYD,10.97
2024,7,DEL,CCU,19.05
2024,7,BOM,CCU,19.64
2024,7,BLR,HYD,12.5
2024,7,BLR,BOM,15.8
2024,7,DEL,AMD,16.31
2024,7,MAA,CCU,19.48
2024,7,BLR,AMD,7.47
2024,7,BOM,BLR,14.49
2024,7,AMD,CCU,12.59
2024,7,DEL,BLR,22.12
2024,8,BLR,DEL,5.49
2024,8,HYD,DEL,9.03
2024,8,AMD,DEL,14.02
2024,8,BOM,AMD,19.22
2024,8,HYD,PNQ,15.03
2024,8,HYD,DEL,13.39
2024,8,DEL,PNQ,16.75
2024,8,DEL,MAA,13.49
2024,8,MAA,BOM,19.74
2024,8,AMD,CCU,11.8
2024,9,HYD,DEL,16.16
2024,9,CCU,HYD,15.64
2024,9,AMD,HYD,14.89
2024,9,PNQ,HYD,17.73
2024,9,DEL,PNQ,19.82
2024,9,DEL,HYD,10.54
2024,9,BOM,DEL,18.63
2024,9,BOM,MAA,8.6
2024,9,HYD,CCU,23.87
2024,9,DEL,AMD,14.0
2024,10,CCU,DEL,10.95
2024,10,HYD,DEL,14.86
2024,10,CCU,DEL,1.82
2024,10,HYD,BLR,20.94
2024,10,DEL,HYD,18.05
2024,10,MAA,CCU,25.63
2024,10,BLR,BOM,20.62
2024,10,BLR,PNQ,17.07
2024,10,CCU,MAA,16.06
2024,10,CCU,PNQ,15.13
2024,11,HYD,DEL,8.13
2024,11,AMD,BOM,20.18
2024,11,BOM,CCU,6.93
2024,11,HYD,BOM,19.31
2024,11,MAA,BLR,24.44
2024,11,DEL,MAA,10.06
2024,11,BOM,PNQ,16.6
2024,11,HYD,CCU,23.98
2024,11,MAA,BLR,23.86
2024,11,BLR,AMD,18.65
2024,12,DEL,MAA,13.11
2024,12,BLR,HYD,23.2
2024,12,PNQ,HYD,8.42
2024,12,BOM,MAA,2.13
2024,12,CCU,AMD,9.35
2024,12,HYD,DEL,22.78
2024,12,HYD,BLR,13.04
2024,12,HYD,MAA,8.31
2024,12,AMD,DEL,13.64
2024,12,AMD,PNQ,24.06
